,uu_id,countyfips,tract,tract_name,average_wage
0,585f8731c2255d6b3f817a31180848b9,18177,200,"Census Tract 2, Wayne County, Indiana",6612
1,8c9d2aa90948679972a9382aadcc6001,18177,900,"Census Tract 9, Wayne County, Indiana",9883.25
2,0f3d45341a5b113b813ffb7be7f58bab,18183,50300,"Census Tract 503, Whitley County, Indiana",13992.25
3,fb55464f8e34af6d750d06968bf719b8,18183,50400,"Census Tract 504, Whitley County, Indiana",13613.5
4,983badfd7b568728e39a2344a9006078,18001,30200,"Census Tract 302, Adams County, Indiana",11816.66667
5,3ebec5c7e13f05f1772dae73f3a1f5e0,18003,11302,"Census Tract 113.02, Allen County, Indiana",9201.8
6,4e47a34030916597b6293593de5016a2,18003,2300,"Census Tract 23, Allen County, Indiana",7106.857143
7,9b461ff4ed0094dc132cb01b2e1db9ba,18003,2800,"Census Tract 28, Allen County, Indiana",7807.25
8,f013068de98db1470bd986137a0c6d23,18003,900,"Census Tract 9, Allen County, Indiana",8347.125
9,d9f6293ea290fd5f01904c594b5a90b9,18003,10821,"Census Tract 108.21, Allen County, Indiana",6903.666667
10,842c96eacb965c2a1c0cbd6e51a7f741,18003,2000,"Census Tract 20, Allen County, Indiana",8182.25
11,7322dfe92403d20403f7a527ba733641,18003,3100,"Census Tract 31, Allen County, Indiana",8586.6
12,6167d550c0cdd68c799d372c5df97acb,18003,10819,"Census Tract 108.19, Allen County, Indiana",14195.28571
13,489a93264d03adecc4589fd9cd34ad36,18003,10306,"Census Tract 103.06, Allen County, Indiana",9966.666667
14,e847a8217e0447f92b06d59fa7c88982,18003,3000,"Census Tract 30, Allen County, Indiana",10280.44444
15,1901b891f05515a8c22c05ef58baba38,18003,11608,"Census Tract 116.08, Allen County, Indiana",14278
16,2094eb904cf826728093f0e2713d2e30,18003,11501,"Census Tract 115.01, Allen County, Indiana",8336.5
17,d6d6aa73853ad771aaf7f972661fd2e6,18003,10305,"Census Tract 103.05, Allen County, Indiana",21141.375
18,f1bebcc62175d8c0c05ba9e63aa68b2e,18003,10601,"Census Tract 106.01, Allen County, Indiana",11355.8
19,45c8cf419dd4c4b442dbf3603ba94379,18003,3200,"Census Tract 32, Allen County, Indiana",11288.25
20,179a3fb4630992ff1f9112970d61f00f,18003,10803,"Census Tract 108.03, Allen County, Indiana",10749.77778
21,adf57413c8c1462b6c066f14034bea53,18003,3304,"Census Tract 33.04, Allen County, Indiana",11507.57143
22,fd613eba867c6ad7350a937f743b88f2,18003,11304,"Census Tract 113.04, Allen County, Indiana",9753.375
23,184e8a1febbf737c9865b40ac43d92ee,18003,10304,"Census Tract 103.04, Allen County, Indiana",11111
24,5aef70478b1bb50e1207bb1864a03ab0,18003,4000,"Census Tract 40, Allen County, Indiana",11072.72727
25,d65e188a0e2d9d0b2efdfcf6a1b81783,18003,3600,"Census Tract 36, Allen County, Indiana",9478.583333
26,5b266c11201654ddb90d1a80cf294645,18003,4300,"Census Tract 43, Allen County, Indiana",8190
27,d022be7b24f488153a47c5ebaec904eb,18003,10707,"Census Tract 107.07, Allen County, Indiana",16336.85714
28,3b64b154b842527478b03e19c11e300b,18003,10705,"Census Tract 107.05, Allen County, Indiana",7594.5
29,5a9758f65f001b6432ff31ff64a459d7,18003,11603,"Census Tract 116.03, Allen County, Indiana",41267
30,0dc217a2798a141c59b99f5bcff29fa9,18003,3700,"Census Tract 37, Allen County, Indiana",6588
31,8ac85c3e00e200910bf73b909d6f970b,18003,2200,"Census Tract 22, Allen County, Indiana",11529.28571
32,2686710e45843273cb902096aee8d8ab,18005,10100,"Census Tract 101, Bartholomew County, Indiana",10971.83333
33,15118b0768fba87d2ac7770249b5fb36,18005,10400,"Census Tract 104, Bartholomew County, Indiana",13278.66667
34,8b737a167ef2e623abed4c4243ed8b8d,18005,11500,"Census Tract 115, Bartholomew County, Indiana",8074.428571
35,0aed17ab54d56c6651d331418e8db6be,18009,975300,"Census Tract 9753, Blackford County, Indiana",7689.8
36,9a8d8797ae3765b4ca946803c38b8ea6,18011,810400,"Census Tract 8104, Boone County, Indiana",12655
37,46e96d9a3529a65f56d9e6a8dd33fc87,18011,810603,"Census Tract 8106.03, Boone County, Indiana",23200.5
38,676fffaaecefffe4ce93ca264c5c3c36,18015,959800,"Census Tract 9598, Carroll County, Indiana",8112
39,4b64982fb643e7eee44ce1ef8929cb44,18017,951600,"Census Tract 9516, Cass County, Indiana",11501.90909
40,2b6b2f2e6d3340e7d9ae46cd41eaef1b,18017,951700,"Census Tract 9517, Cass County, Indiana",26388.66667
41,96b3d9311ce32f929ecc8f989d9656e2,18017,951900,"Census Tract 9519, Cass County, Indiana",6248
42,cbc5bb11c092796a7127a349ae8ab045,18017,951500,"Census Tract 9515, Cass County, Indiana",12307.71429
43,f4f5baac978b6ad7f401d5925bc77311,18019,50703,"Census Tract 507.03, Clark County, Indiana",12247.875
44,3193b3205553224c47be06622d7b044d,18019,50603,"Census Tract 506.03, Clark County, Indiana",6580
45,38e264ca88c300dc19938de0abc88ec4,18019,50701,"Census Tract 507.01, Clark County, Indiana",19289
46,0e6523fb3fc17f6a2ac7050972bd4bfd,18019,50401,"Census Tract 504.01, Clark County, Indiana",3992.5
47,6cd923e2eebf6dbd10f781e8a35e4a99,18019,50904,"Census Tract 509.04, Clark County, Indiana",13105.85714
48,395702b93c95499f70d36073ba97df97,18019,50304,"Census Tract 503.04, Clark County, Indiana",11465.71429
49,a21252ae119bf94fb9343a9d279b1f09,18021,40400,"Census Tract 404, Clay County, Indiana",18145.28571
50,2e6f7ee3f6f1ea9096625cbcb38e54cd,18021,40200,"Census Tract 402, Clay County, Indiana",8550.714286
51,b81bda93a68e51718e7e3f272961f9b4,18021,40100,"Census Tract 401, Clay County, Indiana",7090.615385
52,2ce8c1fbabbed69343d1af45e99c4839,18023,950200,"Census Tract 9502, Clinton County, Indiana",11884.33333
53,f4520092ddd64f380cc29f27329112a6,18023,950500,"Census Tract 9505, Clinton County, Indiana",10931.77778
54,442a1b8f964352b0845991efdfe0a83a,18033,20602,"Census Tract 206.02, DeKalb County, Indiana",16904.9
55,89399fcb71863c561d2a2703d8bd4a15,18033,20300,"Census Tract 203, DeKalb County, Indiana",8653.285714
56,06e492b4f29d153af26c659d1f7da2a1,18033,20500,"Census Tract 205, DeKalb County, Indiana",14063.66667
57,cb09047c9bc2c7afd2d74daa905f68bf,18035,2700,"Census Tract 27, Delaware County, Indiana",11404.75
58,8d4837b174344462ac0acf31aced69e2,18035,2401,"Census Tract 24.01, Delaware County, Indiana",12460.88889
59,9200a2b83d869882f514fa76e6bcd05c,18035,2402,"Census Tract 24.02, Delaware County, Indiana",10622.88889
60,47f0290645712229fd4f8f1fe7dc6b05,18035,400,"Census Tract 4, Delaware County, Indiana",7359.8
61,f43fb9e90c5ecf879016b159aaa17fcb,18035,500,"Census Tract 5, Delaware County, Indiana",5047.75
62,50088293eaca82f8c05e74c7aa38733f,18035,2601,"Census Tract 26.01, Delaware County, Indiana",12912
63,aea09a8d8901d51bb5c67eabc50f4379,18035,2302,"Census Tract 23.02, Delaware County, Indiana",12294.4
64,74c5fdc6aac736fa7cf9b5d45c501a03,18035,2000,"Census Tract 20, Delaware County, Indiana",8942
65,ef76030f911b99b664285c543a238775,18035,800,"Census Tract 8, Delaware County, Indiana",9891.25
66,cdfe175e21e14759b98d9dc9ad03fb10,18039,1801,"Census Tract 18.01, Elkhart County, Indiana",16334.90476
67,6657c9871fa2f67cd168e6f94354060e,18039,900,"Census Tract 9, Elkhart County, Indiana",17906.09524
68,8d7022c454fc05456cfb4b9cadf5f109,18039,1501,"Census Tract 15.01, Elkhart County, Indiana",14126.09091
69,52f393e27a5d94231575ab9bfa341bcf,18039,1901,"Census Tract 19.01, Elkhart County, Indiana",13907.15152
70,53405bf66812a9f2623a307de572c11e,18039,2200,"Census Tract 22, Elkhart County, Indiana",12955.64815
71,66d134a595bd52251321d496ae2f4e0b,18039,302,"Census Tract 3.02, Elkhart County, Indiana",14739.35294
72,d44e7a9d13d3730892b6ffff9af4d595,18039,2600,"Census Tract 26, Elkhart County, Indiana",12415.57143
73,627f0516c61e02f14a399ff99aaf141c,18039,700,"Census Tract 7, Elkhart County, Indiana",16392.83871
74,7e3e3d2f2f2b4f20fa63c425271e08e4,18039,1602,"Census Tract 16.02, Elkhart County, Indiana",13345.96429
75,2abe33dadcdb70181a2f693df31247a7,18039,2102,"Census Tract 21.02, Elkhart County, Indiana",14365.15789
76,cbbc75242459ad8a30fba8f8119a5521,18039,2101,"Census Tract 21.01, Elkhart County, Indiana",19702.88235
77,5e9480dba0f8de932f4d9fb55fa6b8b1,18039,1200,"Census Tract 12, Elkhart County, Indiana",14842.04348
78,358cb073759d71d8abe8d6eaf7a3ead5,18039,301,"Census Tract 3.01, Elkhart County, Indiana",17575.27273
79,b08f608e6e2018affd0eadc6217cd9d6,18039,1902,"Census Tract 19.02, Elkhart County, Indiana",18286.35
80,1bd2241076381b8c9e85d660512a013e,18039,1300,"Census Tract 13, Elkhart County, Indiana",17617.23077
81,48ac5846d8d781fd5b7c6a863a572359,18039,1601,"Census Tract 16.01, Elkhart County, Indiana",13333.23333
82,005be9532fd717dc36d4be318fd9ad25,18039,802,"Census Tract 8.02, Elkhart County, Indiana",22092.02703
83,8baa08eb0d7462333382e51f72737b14,18039,1701,"Census Tract 17.01, Elkhart County, Indiana",14976.05882
84,18792af8852f8d0c77371eb582a87ef9,18039,1802,"Census Tract 18.02, Elkhart County, Indiana",14725
85,f4156396854199e5d45a23248e03e379,18039,2400,"Census Tract 24, Elkhart County, Indiana",13171.91667
86,c676fe3aef9660b4e225ac44d2e1174b,18039,200,"Census Tract 2, Elkhart County, Indiana",15600.3913
87,bf9e1cf78ce5a29fb59c7e634d596263,18039,2900,"Census Tract 29, Elkhart County, Indiana",13500.13793
88,48d1b41c0e356998f9f60ea534f1326f,18039,501,"Census Tract 5.01, Elkhart County, Indiana",18250.25
89,adf09caf6306aab8015ea16df0efab86,18039,1400,"Census Tract 14, Elkhart County, Indiana",15658.26923
90,9748c8d4f8762b4636a18fc95cb596a4,18039,1000,"Census Tract 10, Elkhart County, Indiana",18215.25
91,f0fdfe3859cd89a7d30ff7f15e2f06df,18039,2000,"Census Tract 20, Elkhart County, Indiana",19334.74194
92,7b1f33221592c5bc981035ecfcd359f9,18039,600,"Census Tract 6, Elkhart County, Indiana",17418.55102
93,3934b01a1e31d0a6af96867e1afbf03c,18039,1100,"Census Tract 11, Elkhart County, Indiana",16334.5
94,a5af04cc361abb2597b7aeda9c8f05f5,18039,1502,"Census Tract 15.02, Elkhart County, Indiana",14174.22222
95,0abaea6bbc30d7cf8dbacc64727e7091,18039,2300,"Census Tract 23, Elkhart County, Indiana",13029.2
96,6239669cbfe444abd0a46536a670d150,18039,400,"Census Tract 4, Elkhart County, Indiana",17467.53846
97,99fc3cb44cdaf10cc69506d7c92b6466,18039,1702,"Census Tract 17.02, Elkhart County, Indiana",12868.65625
98,dbe44146ae677a77353f803391928966,18039,502,"Census Tract 5.02, Elkhart County, Indiana",17909.36364
99,0eadc4f22396980ecc2e7878ffbaf14a,18039,2700,"Census Tract 27, Elkhart County, Indiana",10794.75
100,a0875049afbd1cb4735e07c03fb8baae,18041,954400,"Census Tract 9544, Fayette County, Indiana",10039
101,420b44cc7e3f55d738df565421e59941,18043,70400,"Census Tract 704, Floyd County, Indiana",9019.666667
102,ce8b2c0e11c538921c39c06b298d2393,18043,70901,"Census Tract 709.01, Floyd County, Indiana",11609.83333
103,cf7ee51cf57f0c735f70a2696fff59a8,18047,969800,"Census Tract 9698, Franklin County, Indiana",12315
104,3d5c4d633d7c5171d91cc9a073eceb3a,18049,953100,"Census Tract 9531, Fulton County, Indiana",14835.2
105,fe355ff27aa8b2242a558d5e3ec99c18,18053,600,"Census Tract 6, Grant County, Indiana",5365.8
106,65c933853ba6f9ad80097936c2924aa6,18053,500,"Census Tract 5, Grant County, Indiana",14576.2
107,07306ce64b3496b7955efaaf7509d73c,18053,10800,"Census Tract 108, Grant County, Indiana",13643.75
108,b84d48cb3e210ed3d4ae5522c752bd43,18053,800,"Census Tract 8, Grant County, Indiana",8841.125
109,c54e262cc40c41b9095dcb5e08ce6e71,18053,700,"Census Tract 7, Grant County, Indiana",10153.14286
110,6ac331ecae4b7e4dd2750893612331f9,18053,100,"Census Tract 1, Grant County, Indiana",8901.4
111,bcf10911a28373ba22a779145eaa9942,18053,10500,"Census Tract 105, Grant County, Indiana",12497
112,6bdcabb0a40d03f8901d1d0e4a5124dc,18053,10200,"Census Tract 102, Grant County, Indiana",17279.16667
113,ce64452a172b006bd45b3c1f147c88c1,18053,200,"Census Tract 2, Grant County, Indiana",10198
114,d0808351616eaf2e1d5d36d52e6cb669,18057,110403,"Census Tract 1104.03, Hamilton County, Indiana",15006.5
115,9a890bcd3def2cd1ad8270f81fe8adaf,18057,110300,"Census Tract 1103, Hamilton County, Indiana",26336.125
116,5ba7caaa7b10591d00eec45bf939284c,18057,110908,"Census Tract 1109.08, Hamilton County, Indiana",17334.625
117,a086a7bd8569dff6d9c4fe7db247e86d,18057,110509,"Census Tract 1105.09, Hamilton County, Indiana",13029.4
118,14ceb8012cb1b912044297c8933cfcfc,18057,110506,"Census Tract 1105.06, Hamilton County, Indiana",14623.27273
119,d78d5eaa3a43f2a71683ae0f05ce3a8f,18057,110806,"Census Tract 1108.06, Hamilton County, Indiana",14781
120,953e68b130eaa59a171dc28d594d5303,18057,110903,"Census Tract 1109.03, Hamilton County, Indiana",20800.2
121,fa339582e0e0e47497dbe039bb00b19f,18057,110700,"Census Tract 1107, Hamilton County, Indiana",10818
122,dc2a4f701fccdca97a2a8522f607db76,18057,110100,"Census Tract 1101, Hamilton County, Indiana",7099.538462
123,7aad2bd27761397960e7f2e139ad0b9e,18057,110811,"Census Tract 1108.11, Hamilton County, Indiana",8193.2
124,a490a9038c51aee1aa41a969308340a8,18057,110508,"Census Tract 1105.08, Hamilton County, Indiana",16676.13333
125,747f8bc2b0c8c0a04d29caa4cfe327d2,18057,110201,"Census Tract 1102.01, Hamilton County, Indiana",21175
126,d4ce127aa5a02d0660970041b98e3005,18057,110808,"Census Tract 1108.08, Hamilton County, Indiana",13199.81818
127,58313733000358ab97030c3688616a8b,18057,110809,"Census Tract 1108.09, Hamilton County, Indiana",15846.76923
128,cc4a424e97a09fe72e5e9597c12af1df,18057,110507,"Census Tract 1105.07, Hamilton County, Indiana",18011.38462
129,1f74f4cecfe9b89fd0350fc0995e8362,18057,110810,"Census Tract 1108.10, Hamilton County, Indiana",14989.4
130,2ddb832dc6e28aba32224f559c5f0b63,18057,110807,"Census Tract 1108.07, Hamilton County, Indiana",14085.42857
131,772f54511e2ccdad04e4fc903bbd19cc,18057,111008,"Census Tract 1110.08, Hamilton County, Indiana",13035
132,5846c7b267dc6e4b00863277e3582f80,18057,110804,"Census Tract 1108.04, Hamilton County, Indiana",21899.58333
133,99c75ff0ed83b04f57a0f99dfc1b05b2,18057,110600,"Census Tract 1106, Hamilton County, Indiana",9010.5
134,5a2c726a9af1492d08478394a7938cc8,18059,410900,"Census Tract 4109, Hancock County, Indiana",12674.2
135,7953cef088684d6a82637fe6a9e7e7a8,18059,410200,"Census Tract 4102, Hancock County, Indiana",10423.4
136,26c71b31d464bc7bedc8aed7e5c6e641,18059,410300,"Census Tract 4103, Hancock County, Indiana",11876.66667
137,5b8dd5be2b1e709f1cde61ab9438a8cb,18059,410400,"Census Tract 4104, Hancock County, Indiana",12709.25
138,e50bc1df1b2b46879a29c009cf17654e,18061,60600,"Census Tract 606, Harrison County, Indiana",7219.2
139,124fe6d04692c372ffc4f84fc99f480d,18063,210102,"Census Tract 2101.02, Hendricks County, Indiana",16340.88889
140,bef4a61635998c4d1b2b18327892a332,18063,210700,"Census Tract 2107, Hendricks County, Indiana",16624.7
141,a01d4790949ed9261a56c55a5eb2c239,18063,210606,"Census Tract 2106.06, Hendricks County, Indiana",14508
142,dfa86215568c869a2e94ce3e5fcf1661,18063,210900,"Census Tract 2109, Hendricks County, Indiana",5426.25
143,06c78e49b4daedfeb808c42e58fb25e4,18063,210603,"Census Tract 2106.03, Hendricks County, Indiana",14976
144,1988578e35b2d1211f45cee910250ca6,18063,210604,"Census Tract 2106.04, Hendricks County, Indiana",13018.66667
145,e4e2fbc655aa5270695f8a48f7180cab,18063,210104,"Census Tract 2101.04, Hendricks County, Indiana",13439.83333
146,39a100d6d185266c9a61f621e3461ca9,18063,210502,"Census Tract 2105.02, Hendricks County, Indiana",10758.33333
147,d4ab328be737d00b398dc4d48963e2a1,18063,210605,"Census Tract 2106.05, Hendricks County, Indiana",24573.71429
148,7dd5fff353cd08adc694aa74d7fa31af,18063,210202,"Census Tract 2102.02, Hendricks County, Indiana",10836.18182
149,6d4dc6590c52c9b265d5003bf90ddbbb,18063,210607,"Census Tract 2106.07, Hendricks County, Indiana",12758.2
150,cd572640b6e423db8fd7ad50ef0b4473,18065,976000,"Census Tract 9760, Henry County, Indiana",10188.5
151,cfeb7a55105a6e277ebef7dc3df83ffc,18065,975800,"Census Tract 9758, Henry County, Indiana",8230.222222
152,19c0ba2728a6971ff9c1301f3bf17f59,18065,976400,"Census Tract 9764, Henry County, Indiana",14287.14286
153,5f9844eb68630b75decbafdfa4974943,18067,200,"Census Tract 2, Howard County, Indiana",10065.22222
154,050a624d618a68e43fe31189909c644f,18067,700,"Census Tract 7, Howard County, Indiana",17452
155,6803d35ef14c26cc19b7d9dacaa80672,18067,400,"Census Tract 4, Howard County, Indiana",12068.57143
156,d192c7de73aa0a21fb4d99766e5b1b89,18067,1400,"Census Tract 14, Howard County, Indiana",11174.33333
157,1e86730cef0c1021f0048c175fc96184,18067,1500,"Census Tract 15, Howard County, Indiana",14218.75
158,75db3baff27b92ecda8651b35117d356,18067,800,"Census Tract 8, Howard County, Indiana",12219.5
159,7a3c45dff186e7416bc95abd6668f65b,18067,10600,"Census Tract 106, Howard County, Indiana",20625.5
160,4cf5a6ca5bc512af4d9c656eaeb4d279,18067,1200,"Census Tract 12, Howard County, Indiana",6520.909091
161,441519fbb02b948549a2593f0c6a8211,18067,1100,"Census Tract 11, Howard County, Indiana",11919.88889
162,35ada71743cfb77aca10c389e36caa28,18067,10300,"Census Tract 103, Howard County, Indiana",14797
163,d199aebcfab8dd5f47f9a2d645e5e25d,18067,1000,"Census Tract 10, Howard County, Indiana",7381.2
164,44585653fcc97ff048845c7718889631,18067,1300,"Census Tract 13, Howard County, Indiana",6663.714286
165,4fcf06b3645f8cb516215da638ce5f7f,18067,10500,"Census Tract 105, Howard County, Indiana",10147
166,81594c0c7e4ef4c4cdbb7133d01cb361,18067,10100,"Census Tract 101, Howard County, Indiana",12577.42857
167,bc7ebe1813e2b66f084289e1b1172f21,18067,900,"Census Tract 9, Howard County, Indiana",6195.142857
168,25a57fe39e03c632125308737a7d3769,18067,300,"Census Tract 3, Howard County, Indiana",4607.333333
169,b94dcf22caa499f548c25164e13a8aba,18067,500,"Census Tract 5, Howard County, Indiana",11379.4
170,e8f426c17a7172179be379cb926bd278,18067,10400,"Census Tract 104, Howard County, Indiana",24255.25
171,48752f9ac7c72819e56bcccceefee7a6,18067,600,"Census Tract 6, Howard County, Indiana",9502.6
172,7df3e38fbdab0a32ca0fa9fb6c8bd8c4,18067,10200,"Census Tract 102, Howard County, Indiana",17766
173,10f34862aa77995d009553a1de67db4f,18069,961400,"Census Tract 9614, Huntington County, Indiana",13051.57143
174,8b20a6749088c7ff1237983076ebfeaa,18071,967902,"Census Tract 9679.02, Jackson County, Indiana",9013.818182
175,b25e809679da1728ba3638a9fb418257,18071,967901,"Census Tract 9679.01, Jackson County, Indiana",10320.28571
